linkfield_id	fid_label	cFieldName	cComputedField	cFieldFilter	cVolgorde	bInList	iOrderAsc	iOrderDesc	cFieldType	iFieldLength	fid_LinkedLabel	bUseAsPanelVisibility	iListFieldWidth	cListColHeader	fid_ListLabel	cisd_listfieldid	fid_ListLinkedLabel
1615	475	iCurrId	NULL	NULL	000	1	NULL	NULL	int	4	0	NULL	NULL	NULL	NULL	NULL	NULL
1616	475	cCurr	NULL	NULL	001	1	NULL	NULL	varchar	3	0	NULL	NULL	NULL	NULL	NULL	NULL
1617	475	cCurrNameNL	NULL	NULL	002	NULL	NULL	NULL	varchar	25	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1618	475	cCurrNameEN	NULL	NULL	003	NULL	NULL	NULL	varchar	25	0	NULL	NULL	NULL	NULL	NULL	NULL
1619	475	fCurrRevalution	NULL	NULL	004	NULL	NULL	NULL	float	8	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1620	475	fCurrForwarding	NULL	NULL	005	NULL	NULL	NULL	float	8	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1621	475	fCurrMinimum	NULL	NULL	006	NULL	NULL	NULL	float	8	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1622	475	fCurrMaximum	NULL	NULL	007	NULL	NULL	NULL	float	8	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1623	475	bCurrEuro	NULL	NULL	008	NULL	NULL	NULL	bit	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1624	475	fCurrRecommended	NULL	NULL	009	NULL	NULL	NULL	float	8	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1625	475	fCurrEuro	NULL	NULL	010	NULL	NULL	NULL	float	8	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1626	475	bOpenForFile	NULL	NULL	011	NULL	NULL	NULL	bit	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1627	475	bOpenForInvoice	NULL	NULL	012	NULL	NULL	NULL	bit	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1628	475	bOpenForPurchase	NULL	NULL	013	NULL	NULL	NULL	bit	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1629	475	bOpenForCountry	NULL	NULL	014	NULL	NULL	NULL	bit	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1754	517	PlaceIndex	NULL	NULL	000	1	NULL	NULL	varchar	40	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1755	517	PlaceValue	NULL	NULL	001	1	NULL	NULL	varchar	40	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1758	520	PlaceIndex	NULL	NULL	000	1	NULL	NULL	varchar	-1	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1759	520	PlaceValue	NULL	NULL	001	1	NULL	NULL	varchar	-1	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1840	541	TextId	NULL	NULL	000	NULL	NULL	NULL	int	4	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1841	541	CompanyShortName	NULL	NULL	001	NULL	NULL	NULL	varchar	3	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1842	541	cTextCode	NULL	NULL	002	1	NULL	NULL	varchar	10	0	NULL	NULL	NULL	NULL	NULL	NULL
1843	541	cTextDescription	NULL	NULL	003	1	NULL	NULL	varchar	136	0	NULL	NULL	NULL	NULL	NULL	NULL
1844	541	cTextCategory	NULL	Clau	004	NULL	NULL	NULL	varchar	5	0	NULL	NULL	NULL	NULL	NULL	NULL
1901	611	iFileId	NULL	NULL	000	1	NULL	NULL	int	4	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1902	611	cCompanyShortName	NULL	NULL	001	NULL	NULL	NULL	varchar	3	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1903	611	fid_LinecodeId	NULL	NULL	002	NULL	NULL	NULL	int	4	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1904	611	cContainerNr	NULL	NULL	003	NULL	NULL	NULL	varchar	25	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1905	611	cContainerLoadType	NULL	NULL	004	NULL	NULL	NULL	varchar	5	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1906	611	cContainerType	NULL	NULL	005	NULL	NULL	NULL	varchar	25	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1907	611	cFileNr	NULL	NULL	006	1	1	NULL	varchar	10	0	NULL	NULL	NULL	NULL	NULL	NULL
1908	611	cFilePlanningNr	NULL	NULL	007	1	2	NULL	varchar	10	0	NULL	NULL	NULL	NULL	NULL	NULL
1909	611	fid_PortIdPol	NULL	NULL	008	NULL	NULL	NULL	int	4	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1910	611	fid_PortIdPod	NULL	NULL	009	NULL	NULL	NULL	int	4	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1911	611	fid_SailingSchedule	NULL	NULL	010	NULL	NULL	NULL	int	4	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1912	611	cVesselname	NULL	NULL	011	NULL	NULL	NULL	varchar	40	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1913	611	cVoyageNr	NULL	NULL	012	NULL	NULL	NULL	varchar	10	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1914	611	dEstimatedTimeLoading	NULL	NULL	013	NULL	NULL	NULL	date	3	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1915	611	dEstimatedTimeUnloading	NULL	NULL	014	NULL	NULL	NULL	date	3	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1916	611	cRemarksAgent	NULL	NULL	015	NULL	NULL	NULL	varchar	250	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1917	611	fid_RelationIdCarrier	NULL	NULL	016	NULL	NULL	NULL	int	4	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1918	611	fid_ContactIdCarrier	NULL	NULL	017	NULL	NULL	NULL	int	4	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1919	611	cBookingsnrCarrier	NULL	NULL	018	NULL	NULL	NULL	varchar	50	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1920	611	cRemarksCarrier	NULL	NULL	019	NULL	NULL	NULL	varchar	250	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1921	611	fid_RelationIdDepot	NULL	NULL	020	NULL	NULL	NULL	int	4	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1922	611	cNameDepot	NULL	NULL	021	NULL	NULL	NULL	varchar	50	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1923	611	cReferenceDepot	NULL	NULL	022	NULL	NULL	NULL	varchar	25	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1924	611	fid_RelationIdTerminal	NULL	NULL	023	NULL	NULL	NULL	int	4	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1925	611	cNameTerminal	NULL	NULL	024	NULL	NULL	NULL	varchar	50	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1926	611	cReferenceTerminal	NULL	NULL	025	NULL	NULL	NULL	varchar	25	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1927	611	fid_RelationIdWarehouse	NULL	NULL	026	NULL	NULL	NULL	int	4	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1928	611	bBlocked	NULL	NULL	027	NULL	NULL	NULL	bit	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1929	611	cRemarksLoading	NULL	NULL	028	NULL	NULL	NULL	varchar	500	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1930	611	cRemarksUnloading	NULL	NULL	029	NULL	NULL	NULL	varchar	500	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1931	611	cUserDocumentalist	NULL	NULL	030	NULL	NULL	NULL	varchar	20	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1932	611	dDateConfirmation	NULL	NULL	031	NULL	NULL	NULL	date	3	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1933	611	dDateInstruction	NULL	NULL	032	NULL	NULL	NULL	date	3	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1934	611	dDateVesselPost	NULL	NULL	033	NULL	NULL	NULL	date	3	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1935	611	dDateReport	NULL	NULL	034	NULL	NULL	NULL	date	3	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1936	611	dDateAms	NULL	NULL	035	NULL	NULL	NULL	date	3	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1937	611	dIssueDate	NULL	NULL	036	NULL	NULL	NULL	date	3	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1938	611	cPlaceOfIssue	NULL	NULL	037	NULL	NULL	NULL	varchar	100	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1939	611	cAmsInfo	NULL	NULL	038	NULL	NULL	NULL	varchar	250	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1940	611	cOurReferencePlanning	NULL	NULL	039	NULL	NULL	NULL	varchar	20	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1941	611	d3LoadedWeight	NULL	NULL	040	NULL	NULL	NULL	decimal	5	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1942	611	d3LoadedCbm	NULL	NULL	041	NULL	NULL	NULL	decimal	5	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1943	611	cRemarksPlanning	NULL	NULL	042	NULL	NULL	NULL	varchar	250	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1944	611	bWarrisk	NULL	NULL	043	NULL	NULL	NULL	bit	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1945	611	dShippedOnBoard	NULL	NULL	044	NULL	NULL	NULL	datetime	8	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1946	611	bShippedOnBoard	NULL	NULL	045	NULL	NULL	NULL	bit	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1962	613	PlaceIndex	NULL	NULL	000	1	NULL	NULL	varchar	40	0	NULL	NULL	NULL	NULL	NULL	NULL
1963	613	PlaceValue	NULL	NULL	001	1	NULL	NULL	varchar	40	0	NULL	NULL	NULL	NULL	NULL	NULL
1969	628	UserID	NULL	NULL	000	1	NULL	NULL	int	4	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1970	628	UserName	NULL	NULL	001	1	NULL	NULL	varchar	50	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1971	628	UserAccount	NULL	NULL	002	NULL	NULL	NULL	varchar	50	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1972	628	UserCompany	NULL	NULL	003	NULL	NULL	NULL	varchar	3	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2027	628	cEmailadres	NULL	NULL	004	NULL	NULL	NULL	varchar	50	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2028	628	cSignature	NULL	NULL	005	NULL	NULL	NULL	varchar	25	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2029	611	cVesselnameIrregular	NULL	NULL	046	NULL	NULL	NULL	varchar	40	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2030	611	cVoyageNrIrregular	NULL	NULL	047	NULL	NULL	NULL	varchar	10	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2037	611	cContainerSeal	NULL	NULL	048	NULL	NULL	NULL	varchar	50	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2038	611	cVesselnameFileIrregular	NULL	NULL	049	NULL	NULL	NULL	varchar	40	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2039	611	cVoyageNrFileIrregular	NULL	NULL	050	NULL	NULL	NULL	varchar	15	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2040	669	iPortId	NULL	NULL	000	1	NULL	NULL	int	4	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2041	669	cPortNameShort	NULL	NULL	001	0	NULL	NULL	varchar	3	0	NULL	NULL	NULL	NULL	NULL	NULL
2042	669	cPortNameNL	NULL	NULL	002	1	NULL	NULL	varchar	50	0	NULL	NULL	NULL	NULL	NULL	NULL
2043	669	cPortNameEN	NULL	NULL	003	NULL	NULL	NULL	varchar	50	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2044	669	fid_PortVia	NULL	NULL	004	NULL	NULL	NULL	int	4	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2045	669	fid_Country	NULL	NULL	005	NULL	NULL	NULL	int	4	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2046	669	Locode	NULL	NULL	006	NULL	NULL	NULL	varchar	5	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2047	669	fid_CustomsOffice	NULL	NULL	007	NULL	NULL	NULL	int	4	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2048	669	iTransitTimeExport	NULL	NULL	008	NULL	NULL	NULL	int	4	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2049	669	fid_SailingAreaId	NULL	NULL	009	NULL	NULL	NULL	int	4	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2050	669	bBlockedExport	NULL	NULL	010	NULL	NULL	NULL	bit	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2051	669	dBlockedExport	NULL	NULL	011	NULL	NULL	NULL	date	3	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2052	669	bBlockedImport	NULL	NULL	012	NULL	NULL	NULL	bit	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2053	669	dBlockedImport	NULL	NULL	013	NULL	NULL	NULL	date	3	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2054	669	bBlockedSailingSchedule	NULL	NULL	014	NULL	NULL	NULL	bit	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2055	669	dBlockedSailingSchedule	NULL	NULL	015	NULL	NULL	NULL	date	3	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2056	669	cFrequency	NULL	NULL	016	NULL	NULL	NULL	varchar	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2057	669	cPrepaidCollect	NULL	NULL	017	NULL	NULL	NULL	varchar	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2058	669	cImoInfo	NULL	NULL	018	NULL	NULL	NULL	varchar	250	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2059	669	ZoekReeks	NULL	NULL	019	NULL	NULL	NULL	varchar	111	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2195	611	fid_ImportSailing	NULL	NULL	051	NULL	NULL	NULL	int	4	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2196	611	fid_ExportSailing	NULL	NULL	052	NULL	NULL	NULL	int	4	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2197	611	Vpro5SailingId	NULL	NULL	053	NULL	NULL	NULL	varchar	25	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2198	611	bCustomsScan	NULL	NULL	054	NULL	NULL	NULL	bit	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2199	611	dDateCustomScan	NULL	NULL	055	NULL	NULL	NULL	date	3	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2200	611	dDateCustomReleased	NULL	NULL	056	NULL	NULL	NULL	date	3	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2201	611	dDateCarrierReleased	NULL	NULL	057	NULL	NULL	NULL	date	3	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2343	772	iGenAddressId	NULL	NULL	000	1	NULL	NULL	int	4	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2344	772	fid_Relation	NULL	NULL	001	0	NULL	NULL	int	4	0	NULL	NULL	NULL	NULL	NULL	NULL
2354	772	cPhoneNr	NULL	NULL	012	NULL	NULL	NULL	varchar	20	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2355	772	cFaxNr	NULL	NULL	013	NULL	NULL	NULL	varchar	20	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2356	772	cEmailAddress	NULL	NULL	014	NULL	NULL	NULL	varchar	100	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2357	772	cBLAddress	NULL	NULL	015	NULL	NULL	NULL	varchar	400	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2362	773	iGenAddressId	NULL	NULL	000	1	NULL	NULL	int	4	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2363	773	fid_Relation	NULL	NULL	001	0	NULL	NULL	int	4	0	NULL	NULL	NULL	NULL	NULL	NULL
2373	773	cPhoneNr	NULL	NULL	012	NULL	NULL	NULL	varchar	20	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2374	773	cFaxNr	NULL	NULL	013	NULL	NULL	NULL	varchar	20	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2375	773	cEmailAddress	NULL	NULL	014	NULL	NULL	NULL	varchar	100	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2376	773	cBLAddress	NULL	NULL	015	NULL	NULL	NULL	varchar	400	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2381	774	iGenAddressId	NULL	NULL	000	1	NULL	NULL	int	4	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2382	774	fid_Relation	NULL	NULL	001	0	NULL	NULL	int	4	0	NULL	NULL	NULL	NULL	NULL	NULL
2392	774	cPhoneNr	NULL	NULL	012	NULL	NULL	NULL	varchar	20	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2393	774	cFaxNr	NULL	NULL	013	NULL	NULL	NULL	varchar	20	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2394	774	cEmailAddress	NULL	NULL	014	NULL	NULL	NULL	varchar	100	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2395	774	cBLAddress	NULL	NULL	015	NULL	NULL	NULL	varchar	400	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2403	772	ComposedAddress	NULL	NULL	002	1	NULL	NULL	varchar	-1	0	NULL	NULL	NULL	NULL	NULL	NULL
2405	773	ComposedAddress	NULL	NULL	002	1	NULL	NULL	varchar	-1	0	NULL	NULL	NULL	NULL	NULL	NULL
2407	774	ComposedAddress	NULL	NULL	002	1	NULL	NULL	varchar	-1	0	NULL	NULL	NULL	NULL	NULL	NULL
2431	772	cAEONumber	NULL	NULL	022	1	NULL	NULL	varchar	20	0	NULL	NULL	NULL	NULL	NULL	NULL
2432	773	cAEONumber	NULL	NULL	022	NULL	NULL	NULL	varchar	20	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2433	774	cAEONumber	NULL	NULL	022	NULL	NULL	NULL	varchar	20	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2435	793	GenCodeIndex	NULL	NULL	000	1	NULL	NULL	varchar	20	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2436	793	GenCodeValue	NULL	NULL	001	1	NULL	NULL	varchar	20	0	NULL	NULL	NULL	NULL	NULL	NULL
2437	793	cGenCodeType	NULL	CarrierChargeCat	002	NULL	NULL	NULL	varchar	20	0	NULL	NULL	NULL	NULL	NULL	NULL
2441	793	cConnectedGenCode	NULL	NULL	003	NULL	NULL	NULL	varchar	20	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2447	611	fid_CarrierAddressId	NULL	NULL	058	NULL	NULL	NULL	int	4	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2448	611	cCarrierFileNaw	NULL	NULL	059	NULL	NULL	NULL	varchar	250	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2449	611	fid_ShipperAddressId	NULL	NULL	060	NULL	NULL	NULL	int	4	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2450	611	cShipperFileNaw	NULL	NULL	061	NULL	NULL	NULL	varchar	350	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2451	611	fid_ConsigneeAddressId	NULL	NULL	062	NULL	NULL	NULL	int	4	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2452	611	cConsigneeFileNaw	NULL	NULL	063	NULL	NULL	NULL	varchar	350	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2453	611	fid_NotifyAddressId	NULL	NULL	064	NULL	NULL	NULL	int	4	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2454	611	cNotifyFileNaw	NULL	NULL	065	NULL	NULL	NULL	varchar	350	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2455	611	cNotesFile	NULL	NULL	066	NULL	NULL	NULL	varchar	800	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2456	611	bPrintSeaTariff	NULL	NULL	067	NULL	NULL	NULL	bit	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2457	611	iFileCommodityLines	NULL	NULL	068	NULL	NULL	NULL	int	4	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2458	611	cCarrierBookingNr	NULL	NULL	069	NULL	NULL	NULL	varchar	50	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2459	611	cCarrierBLnumber	NULL	NULL	070	NULL	NULL	NULL	varchar	50	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2460	611	cShipperAEONumber	NULL	NULL	071	NULL	NULL	NULL	varchar	30	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2461	611	cChargeCategory	NULL	NULL	072	NULL	NULL	NULL	varchar	50	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2462	611	cChargeType	NULL	NULL	073	NULL	NULL	NULL	varchar	50	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2463	611	cMovementType	NULL	NULL	074	NULL	NULL	NULL	varchar	50	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2464	611	cServiceType	NULL	NULL	075	NULL	NULL	NULL	varchar	50	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2465	611	cTransportStage	NULL	NULL	076	NULL	NULL	NULL	varchar	50	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2466	611	cTransportMode	NULL	NULL	077	NULL	NULL	NULL	varchar	50	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2467	611	cDocumentType	NULL	NULL	078	NULL	NULL	NULL	varchar	50	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2468	611	bFreighted	NULL	NULL	079	NULL	NULL	NULL	bit	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2469	611	cLocationType	NULL	NULL	080	NULL	NULL	NULL	varchar	50	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2470	611	iDocuments	NULL	NULL	081	NULL	NULL	NULL	int	4	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2471	611	cDocumentSecondType	NULL	NULL	082	NULL	NULL	NULL	varchar	50	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2472	611	iDocumentsSecond	NULL	NULL	083	NULL	NULL	NULL	int	4	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2473	611	bCarrierBlDocOriginal	NULL	NULL	084	NULL	NULL	NULL	bit	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2474	611	bNoMarksOnBL	NULL	NULL	085	NULL	NULL	NULL	bit	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2475	611	bConsolidatedCargo	NULL	NULL	086	NULL	NULL	NULL	bit	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2493	669	cLocodeForwardFromPort	NULL	NULL	020	NULL	NULL	NULL	varchar	5	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2494	669	fid_ForwardedFromId	NULL	NULL	021	NULL	NULL	NULL	int	4	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2495	669	bExtraTextRequired	NULL	NULL	022	NULL	NULL	NULL	bit	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2523	541	cLineCode	NULL	NULL	005	NULL	NULL	NULL	varchar	3	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2553	772	iRelationNumber	NULL	NULL	003	1	NULL	NULL	int	4	0	NULL	NULL	NULL	NULL	NULL	NULL
2554	772	bTotalBlocked	NULL	NULL	004	NULL	NULL	NULL	int	4	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2555	772	cGroupByAddress	NULL	NULL	005	NULL	NULL	NULL	varchar	-1	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2556	772	FileConsignee	NULL	NULL	006	NULL	NULL	NULL	varchar	-1	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2557	772	FileNotify	NULL	NULL	007	NULL	NULL	NULL	varchar	-1	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2558	772	DoubleAddress	NULL	NULL	008	NULL	NULL	NULL	bit	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2559	773	iRelationNumber	NULL	NULL	003	1	NULL	NULL	int	4	0	NULL	NULL	NULL	NULL	NULL	NULL
2560	773	bTotalBlocked	NULL	NULL	004	NULL	NULL	NULL	int	4	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2561	773	cGroupByAddress	NULL	NULL	005	NULL	NULL	NULL	varchar	-1	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2562	773	FileConsignee	NULL	NULL	006	NULL	NULL	NULL	varchar	-1	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2563	773	FileNotify	NULL	NULL	007	NULL	NULL	NULL	varchar	-1	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2564	773	DoubleAddress	NULL	NULL	008	NULL	NULL	NULL	bit	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2565	774	iRelationNumber	NULL	NULL	003	1	NULL	NULL	int	4	0	NULL	NULL	NULL	NULL	NULL	NULL
2566	774	bTotalBlocked	NULL	NULL	004	NULL	NULL	NULL	int	4	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2567	774	cGroupByAddress	NULL	NULL	005	NULL	NULL	NULL	varchar	-1	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2568	774	FileConsignee	NULL	NULL	006	NULL	NULL	NULL	varchar	-1	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2569	774	FileNotify	NULL	NULL	007	NULL	NULL	NULL	varchar	-1	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2570	774	DoubleAddress	NULL	NULL	008	NULL	NULL	NULL	bit	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2577	611	fid_FileRelationIdAgent	NULL	NULL	087	NULL	NULL	NULL	int	4	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2578	611	fid_FileContactIdAgent	NULL	NULL	088	NULL	NULL	NULL	int	4	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3325	19	cWhsName	NULL	NULL	002	1	NULL	NULL	varchar	50	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3329	19	cWhsCustomsCode	NULL	NULL	004	NULL	NULL	NULL	varchar	15	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3330	19	cWhsShort	NULL	NULL	001	1	NULL	NULL	varchar	3	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3336	19	cWhsAddress	NULL	NULL	003	NULL	NULL	NULL	varchar	250	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3337	19	cWhsInstructions	NULL	NULL	006	NULL	NULL	NULL	varchar	250	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3340	19	iWhsId	NULL	NULL	000	1	NULL	NULL	int	4	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3344	19	cWhsOpeninghours	NULL	NULL	005	NULL	NULL	NULL	varchar	250	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3348	611	bAmendment	NULL	NULL	067	NULL	NULL	NULL	bit	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3352	611	cBlFreighted	NULL	NULL	094	NULL	NULL	NULL	varchar	50	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3353	611	cCarrier	NULL	NULL	079	NULL	NULL	NULL	varchar	250	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3354	611	cCarrierInttraId	NULL	NULL	078	NULL	NULL	NULL	varchar	20	NULL	NULL	NULL	NULL	NULL	NULL	NULL
